company_id,industry,employee_range
"314edf6a405b25c","Healthcare and Medical","500 - 999"
"31a189fad404afb","Business Services","20 - 49"
"31ab92acd6fbe23","Software and Technology","500 - 999"
"32a85298495b6dc","Business Services","20 - 49"
"338817f9a9f72bd","Retail and Distribution","500 - 999"
"338ce763ecc496d","Business Services","10 - 19"
"33d2eb6b9ef9695","Software and Technology","20 - 49"
"33f3417390c0571","Automotive","500 - 999"
"3404bc4cb60d0bb","Retail and Distribution","20 - 49"
"342ff76ba8c1a4e","Construction","1,000 - 4,999"
"350b227db93114e","Business Services","0 - 9"
"3601f1e74af6bec","Food and Beverage","1,000 - 4,999"
"3699858f4a06c19","Education","10,000+"
"36d35dad63e5853","Financial Services","20 - 49"
"37105466db618ad","Business Services","20 - 49"
"376ae295fae7a04","Business Services","100 - 249"
"38321aa8ab1cce8","Associations","20 - 49"
"38357ae2631f079","Software and Technology","500 - 999"
"383980da1ac5406","Business Services","100 - 249"
"3862e6e7e575398","Business Services","50 - 99"
"388c317551115e2","Business Services","50 - 99"
"3890f173d550e61","Healthcare and Medical","20 - 49"
"394ee7861df8228","Software and Technology","20 - 49"
"39949cd28bbf0ff","Business Services","10 - 19"
"399a4813413f02a","Government","20 - 49"
"39bfc65ddcf99b7","Hospitality and Travel","500 - 999"
"3a036bd4feaec21","Manufacturing","20 - 49"
"3a0ce05de881206","Software and Technology","1,000 - 4,999"
"3a9dee908b76684","Retail and Distribution","0 - 9"
"3b4c16ae2950065","Business Services","250 - 499"
"3b9181720f31345","Manufacturing","100 - 249"
"3ba56d850a7c0d9","Business Services","100 - 249"
"3bd1c5bd77b3b27","Telecommunications","50 - 99"
"3c5ed12f37b60a0","Software and Technology","500 - 999"
"3c73932fd6335d6","Retail and Distribution","500 - 999"
"3c9f2412c21bed3","Software and Technology","50 - 99"
"3ca1f992f91c1fc","N/A","20 - 49"
"3cf636998987e2e","Financial Services","500 - 999"
"3dea5da670bf32d","Business Services","0 - 9"
"3ee681f147a1a3c","Retail and Distribution","20 - 49"
"3f9cf41eaea95d4","Healthcare and Medical","100 - 249"
"3fe8c8c14734b59","Software and Technology","20 - 49"
"40efdde8883e439","Manufacturing","500 - 999"
"40fab2327c4cbbb","Software and Technology","100 - 249"
"42a0511ee3eb59e","Healthcare and Medical","20 - 49"
"4306e8403933a7b","Software and Technology","1,000 - 4,999"
"433ee87a2c09a14","Telecommunications","500 - 999"
"4413ca276c91992","Software and Technology","20 - 49"
"44a5a8f14f0fcc3","Recreation","250 - 499"
"44ccdf1e0bb7b14","Business Services","50 - 99"
"44d91d215bdc848","Healthcare and Medical","100 - 249"
"45852872e4df87b","Financial Services","50 - 99"
"45addd74b0ff09f","Retail and Distribution","20 - 49"
"46120c4af154a99","Construction","250 - 499"
"4614dff32513bee","Software and Technology","20 - 49"
"4685cd2ef05e06d","Software and Technology","20 - 49"
"46e966dc70be96b","Software and Technology","50 - 99"
"46f3ed01dad90bf","Healthcare and Medical","100 - 249"
"471c9b921948763","Software and Technology","20 - 49"
"475996e9765e585","Healthcare and Medical","20 - 49"
"475ecf51152cffc","Business Services","1,000 - 4,999"
"48b50d2e8105735","Government","10,000+"
"48ccb71a13678a4","Business Services","20 - 49"
"48e330bc33dbb65","Business Services","250 - 499"
"493cebf66cfc745","Financial Services","1,000 - 4,999"
"49d63f0ad556656","Business Services","10 - 19"
"4a077f01b3994ef","Recreation","20 - 49"
"4aff89aed1bd3f3","Software and Technology","20 - 49"
"4b221058a8b534d","Hardware","5,000 - 9,999"
"7013a5666e5e212","Retail and Distribution","1,000 - 4,999"
"707d091bf3eb3de","Manufacturing","1,000 - 4,999"
"717091b23fcab65","Software and Technology","1,000 - 4,999"
"7185a015ca08701","Software and Technology","50 - 99"
"718bafe8e41f34e","Software and Technology","100 - 249"
"724f71464054819","Software and Technology","50 - 99"
"7258d7f1ccbf08a","Transportation and Logistics","1,000 - 4,999"
"72c0d5726178f94","Software and Technology","20 - 49"
"72eb8d5060807f8","Education","500 - 999"
"733677e77669fc3","Food and Beverage","1,000 - 4,999"
"736361a9bf77a62","Software and Technology","500 - 999"
"73af75ad540377b","Business Services","50 - 99"
"73d051457b2a777","Manufacturing","10,000+"
"740f6f5c036f754","Business Services","50 - 99"
"749b535c81024ff","Education","20 - 49"
"74bddc5b10244a7","Software and Technology","20 - 49"
"74d4c9ca3b5743d","Hardware","1,000 - 4,999"
"750eeb5469b7060","Education","500 - 999"
"75aeb504726ff42","Business Services","100 - 249"
"75e61466d53139f","Software and Technology","20 - 49"
"76584b2e46fdd25","Associations","1,000 - 4,999"
"76725a44dc167ec","Business Services","10,000+"
"76d46751a7328a8","Software and Technology","250 - 499"
"7710981cad2ba9c","Business Services","20 - 49"
"774eae8ba81e973","Software and Technology","0 - 9"
"77e6c5ca338db5a","Construction","50 - 99"
"787631267fb256c","Software and Technology","0 - 9"
"78a2912ae85e09e","Software and Technology","500 - 999"
"790e0fd80ce223f","Business Services","20 - 49"
"7911a82073564a5","Real Estate","100 - 249"
"798a91619bcf284","Hardware","10,000+"
"79cc459aeb3a802","Software and Technology","20 - 49"
"7a04e03d15b32f5","Healthcare and Medical","250 - 499"
"7a97a36eb8fd5b1","Government","1,000 - 4,999"
"7b1bec140c6fb4f","Business Services","50 - 99"
"7b5b21807c1d607","Business Services","50 - 99"
"7b66da744c8dd86","Financial Services","10,000+"
"7bbec586e583e96","Software and Technology","20 - 49"
"7bc60e4b73bad2e","Software and Technology","20 - 49"
"7c094ccb89ead89","Business Services","0 - 9"
"7c2ec16e25bad11","Healthcare and Medical","1,000 - 4,999"
"7c4431ba0dc9299","Software and Technology","50 - 99"
"7c64e010190cf7e","Software and Technology","20 - 49"
"7c7d3f55193e28e","Telecommunications","20 - 49"
"7caed5339a6ff40","Textiles","20 - 49"
"7d0a2c8d7c8eca0","Software and Technology","100 - 249"
"7d25dacedca8657","Hardware","500 - 999"
"7d287d3ed26e672","Software and Technology","50 - 99"
"7e251ec3c2c3e58","Automotive","10 - 19"
"7e3addc50de9b2d","Software and Technology","20 - 49"
"7e81c56081cb011","Software and Technology","250 - 499"
"7e8a93f545c61ed","Software and Technology","20 - 49"
"7ef82879369c54a","Software and Technology","N/A"
"7f140f0df26f5c9","Software and Technology","50 - 99"
"7f61b60888a602a","Financial Services","10,000+"
"7f8ecc599cfe242","Manufacturing","20 - 49"
"7ffd8d09ba4b79e","Healthcare and Medical","100 - 249"
"80021c3d9269161","Business Services","100 - 249"
"8028b98df8067ff","Energy and Utilities","10,000+"
"8087735ae1bddc1","Business Services","100 - 249"
"80a0476b5fd742a","Software and Technology","100 - 249"
"80e0be605ec93f1","Education","500 - 999"
"80f02c1822dfcf4","Software and Technology","20 - 49"
"8237b95baeed6d6","Software and Technology","20 - 49"
"8237f9e68a47335","Software and Technology","20 - 49"
"82759dd7f7f2b01","Automotive","100 - 249"
"832ed61fc4e4147","Food and Beverage","1,000 - 4,999"
"8363ec4ceec589a","Financial Services","10,000+"
"83726f5f9bb6204","Financial Services","250 - 499"
"837c1e7809e559f","Business Services","20 - 49"
"83cdf82658507c2","Food and Beverage","5,000 - 9,999"
"8426b381b23a169","Business Services","100 - 249"
"85b23752e4b746a","Recreation","250 - 499"
"8647a6a20189dda","Business Services","20 - 49"
"8677d85e45cdba7","Government","1,000 - 4,999"
"8687ecc3e4ff664","Business Services","20 - 49"
"874aeafb56017b4","Energy and Utilities","100 - 249"
"878bd9029a6cbd2","Media and Entertainment","10 - 19"
"88148986284a1be","Financial Services","0 - 9"
"886360893cca128","Financial Services","250 - 499"
"88f9d69c9178e1e","Financial Services","100 - 249"
"894acaa3ccb77dd","Software and Technology","1,000 - 4,999"
"89b6360e45b8ffe","Software and Technology","20 - 49"
"8a105c94373fee9","Food and Beverage","10,000+"
"8a16c92481b2f16","Media and Entertainment","500 - 999"
"8a8bff0be337a84","Business Services","100 - 249"
"8b12a8114bf6f86","Manufacturing","100 - 249"
"8b2444a9e21c4ce","Transportation and Logistics","100 - 249"
"8b2d46659b670c8","Associations","20 - 49"
"8bcd206cd8e17b8","Pharmaceuticals","10,000+"
"8c4af90f41ecf91","Business Services","500 - 999"
"8cb99dc6de98be8","Healthcare and Medical","20 - 49"
"8cc97daa977a47d","Software and Technology","100 - 249"
"8d25840d25987cb","Real Estate","250 - 499"
"8d56741c3d1faba","Software and Technology","500 - 999"
"8d5dc16f3223ef4","Financial Services","20 - 49"
"8d954a978eed457","Associations","0 - 9"
"8e5e2477b2da3f6","Business Services","10,000+"
"8e6d8f3ccb10eac","Business Services","10,000+"
"8eae4da2337b895","Business Services","20 - 49"
"8eb2226ab6268f0","Software and Technology","500 - 999"
"8ed12e322f2d856","Financial Services","100 - 249"
"8ed73928a2b4196","Automotive","10,000+"
"8f89278f70b3bb2","Business Services","250 - 499"
"8fba60db7cc5330","Software and Technology","100 - 249"
"90121d7eb1a28db","Software and Technology","100 - 249"
"904a3da97a91f9b","Financial Services","10,000+"
"906f4ecdeb22c3b","Business Services","250 - 499"
"908254123b9f538","Software and Technology","0 - 9"
"909dafb61803d55","Financial Services","20 - 49"
"91524cb7606b027","Financial Services","5,000 - 9,999"
"915ca5685d28030","Manufacturing","1,000 - 4,999"
"92175d9663ff5b0","Financial Services","50 - 99"
"92a86056ca4497a","Automotive","100 - 249"
"92c59bd75d04745","Transportation and Logistics","1,000 - 4,999"
"92db2304897961e","Transportation and Logistics","100 - 249"
"92fe5372ae359bc","Financial Services","1,000 - 4,999"
"93b1b395720559d","Telecommunications","1,000 - 4,999"
"93fb440afea93f8","Software and Technology","20 - 49"
"942674314368e43","Business Services","10,000+"
"95061f01e1c6d52","Construction","1,000 - 4,999"
"95f4da07b4b1e1c","Financial Services","100 - 249"
"95f5ae01dffc14b","Software and Technology","100 - 249"
"9659e5513ddd134","Consumer Goods and Services","250 - 499"
"968ac98f7d513ab","Media and Entertainment","250 - 499"
"96a1489e78f95ee","Software and Technology","20 - 49"
"96aa77b1c07ca35","Software and Technology","100 - 249"
"97292c2516ea3b0","Healthcare and Medical","100 - 249"
"972f03098a69372","Business Services","0 - 9"
"973038a57355d24","Media and Entertainment","100 - 249"
"973de360b30004e","Business Services","100 - 249"
"974c75cfa9a286a","Business Services","100 - 249"
"976722decb83c2a","Software and Technology","5,000 - 9,999"
"97b11762f508b54","Financial Services","50 - 99"
"98440501e4d7ddb","Financial Services","10,000+"
"98c7a911dcbc62c","Healthcare and Medical","1,000 - 4,999"
"98e6a07b3f46ba4","Telecommunications","500 - 999"
"99362cdf3a4fcd7","Business Services","50 - 99"
"9938528193ad2c9","Transportation and Logistics","20 - 49"
"9951ac9cef49d72","Retail and Distribution","250 - 499"
"998f1d80ca376d6","Software and Technology","1,000 - 4,999"
"99b37d1720e648e","Software and Technology","10 - 19"
"9abd668b364b2d7","Hardware","20 - 49"
"9b6a31788731d28","Media and Entertainment","500 - 999"
"9bb11502398cbf8","Business Services","20 - 49"
"9c07b27ff1d9d66","Manufacturing","500 - 999"
"9d320c4227fbac1","Healthcare and Medical","5,000 - 9,999"
"9db4a6595d880ef","Education","10,000+"
"9e85a8fc2c14632","Recreation","20 - 49"
"9eab7eff27a4a7b","Telecommunications","10 - 19"
"9ed64ece6a5878c","Manufacturing","250 - 499"
"9f116e5899ce6fc","Manufacturing","10,000+"
"9f65a46ddb70d59","Software and Technology","50 - 99"
"9fd186856589249","Software and Technology","100 - 249"
"a08ed24e64706dc","Software and Technology","50 - 99"
"a0c721d98e31b54","Retail and Distribution","100 - 249"
"a0f36a8a51e1745","Manufacturing","20 - 49"
"a153a8b636d22c2","Software and Technology","10 - 19"
"a1d92ffbcf68bdf","Business Services","20 - 49"
"a2047d131f15c28","Food and Beverage","100 - 249"
"a279698f46f1840","Business Services","1,000 - 4,999"
"a2d6add51a8821c","Software and Technology","20 - 49"
"a31d4e1a32e6798","Associations","20 - 49"
"a31f42b12e8df4c","Software and Technology","10 - 19"
"a3479042ec2a879","Consumer Goods and Services","100 - 249"
"a3616e8d4eed7e9","Software and Technology","20 - 49"
"a3e78796c5d6764","Business Services","0 - 9"
"a43bf08b611c901","Software and Technology","100 - 249"
"a4dfae5704a77a7","Healthcare and Medical","250 - 499"
"a59deaebcbf0bd2","Hardware","0 - 9"
"a5b761e33f43d99","Software and Technology","20 - 49"
"a6195a6f2faeaf6","Media and Entertainment","1,000 - 4,999"
"a660b5f2122da36","Automotive","100 - 249"
"a724b8bfcf517f1","Manufacturing","1,000 - 4,999"
"a7b70b4753e5a9c","Construction","250 - 499"
"a8731449a761801","Business Services","100 - 249"
"a8cdb62855a98eb","Software and Technology","100 - 249"
"a8e1b3e4e90a571","Manufacturing","100 - 249"
"a8eef7a970f4ef2","Telecommunications","10 - 19"
"a9a0511bb1731c9","Software and Technology","100 - 249"
"a9c7a6942e951fb","Manufacturing","500 - 999"
"a9e7aab553ba1c0","Financial Services","500 - 999"
"aa933cb4d315b2b","Software and Technology","50 - 99"
"aa9d0094f5601de","Software and Technology","100 - 249"
"aace5dbbfcb1db7","Consumer Goods and Services","1,000 - 4,999"
"aaf99f1ea084ca5","Textiles","100 - 249"
"ab1575681356b6a","Software and Technology","20 - 49"
"abc3a417d64c0ba","Software and Technology","100 - 249"
"ac134c24826ac44","Business Services","20 - 49"
"acfa649702ed92c","Business Services","500 - 999"
"ad389caaef02a53","Software and Technology","N/A"
"ad73af17886bedd","Business Services","100 - 249"
"adc18befd52ca3b","Government","5,000 - 9,999"
"ae15d205119165d.0a2bd3742e38511","Real Estate","100 - 249"
"ae15d205119165d.fa2f51c636ba354","Real Estate","10,000+"
"ae8e0a152a19e52","Financial Services","100 - 249"
"aec42bdfffc4094","Software and Technology","20 - 49"
"aedc12618405355","Real Estate","500 - 999"
"af720056a6c1029","Financial Services","0 - 9"
"afa016f9849f31e","Business Services","20 - 49"
"b074cc9983f4771","Software and Technology","20 - 49"
"b08025da2eb67bf","Financial Services","100 - 249"
"b09ca4d74b0b368","Media and Entertainment","0 - 9"
"b0a43f6589fb2b5","Business Services","500 - 999"
"b10283e1a7e1c8e","Healthcare and Medical","500 - 999"
"b10f4c942369e26","Business Services","20 - 49"
"b116f5a1a243070","Retail and Distribution","50 - 99"
"b141833edc55b92","Automotive","250 - 499"
"b15803156e6d6b1","Software and Technology","500 - 999"
"b15a799631dfa10","Government","10,000+"
"b1b746a80a365f8","Hardware","10,000+"
"b1da4757717bdea","Telecommunications","0 - 9"
"b21c17c1e6445fa","Software and Technology","100 - 249"
"b26f5d7b07056b7","Software and Technology","50 - 99"
"b28a08783babba4","Hospitality and Travel","10,000+"
"b339c77248cb0e3","Food and Beverage","250 - 499"
"b35494b3c2828a3","Healthcare and Medical","100 - 249"
"b3cf8f2bb242aaa","Software and Technology","1,000 - 4,999"
"b3f745e25f76e79","Telecommunications","250 - 499"
"b6046cd7d5200c1","Business Services","500 - 999"
"b6859cc57da6840","Business Services","50 - 99"
"b695f527ee45f13","Manufacturing","500 - 999"
"b71c2e2d552465b","Associations","250 - 499"
"b73dfb02d450989","Business Services","1,000 - 4,999"
"b741a4a437de72f","Software and Technology","20 - 49"
"b7dbe40b495c1da","Government","1,000 - 4,999"
"b7df670a2e202db","Food and Beverage","10,000+"
"b8a9170e21c99f1","Business Services","50 - 99"
"b8ffa4d2fd5e70e","Food and Beverage","1,000 - 4,999"
"b95736e6a8b657e","Construction","1,000 - 4,999"
"b98dde7b4d84c47","Manufacturing","100 - 249"
".00bf160f97d4190","Automotive","20 - 49"
".05f3d0630552a1e","Business Services","10,000+"
".0f9a2ab8e89c75c","Financial Services","20 - 49"
".134ab3414081cb9","Business Services","0 - 9"
".14fc2cfdd9da338","N/A","20 - 49"
".1c1f79c77cdd970","Financial Services","10,000+"
".1dd81083f91d166","Retail and Distribution","0 - 9"
".24af76ac7d2b612","Food and Beverage","0 - 9"
".25fb74d73b2eefb","Retail and Distribution","0 - 9"
".27fea614e45dcdf","Healthcare and Medical","0 - 9"
".28c5caf7de646bd","Government","10,000+"
".28f0384453a7bd9","N/A","20 - 49"
".290fe4025f11584","Construction","250 - 499"
".308e0e156d0be94","Business Services","0 - 9"
".32b27d17efd1d22","Retail and Distribution","10,000+"
".333ac9c4dd4e80c","Energy and Utilities","20 - 49"
".36896658da8e3a3","Software and Technology","0 - 9"
".3be04e5bb40b220","Retail and Distribution","0 - 9"
".3fa4b4a013174cc","Food and Beverage","0 - 9"
".4afafb61daf25f2","Government","10,000+"
".50ce8cc458ea9f2","Manufacturing","20 - 49"
".524e7a2d8e9aced","Manufacturing","20 - 49"
".5330f450db754a6","Associations","100 - 249"
".574059cafe5d31e","Business Services","0 - 9"
".5bdf7d392118526","Retail and Distribution","100 - 249"
".5d4fd9d3d4457b8","Software and Technology","100 - 249"
".6039929d834ebfe","Education","0 - 9"
".60b44a3204c1a2c","Software and Technology","100 - 249"
".643f07b776e0721","Financial Services","20 - 49"
".665a73a23713e28","Government","10,000+"
".6900e650d9922f3","Financial Services","1,000 - 4,999"
".6f1d15395cdb04a","Financial Services","20 - 49"
".72ed74f0f94bfaa","Apparel","0 - 9"
".776bc1c5af6f47d","Retail and Distribution","10,000+"
".883581655cdfbf1","N/A","N/A"
".8fce16d4b7cf086","N/A","1,000 - 4,999"
".950a673b029093f","Business Services","0 - 9"
".9722c3a19ac7d8d","N/A","20 - 49"
".982f2de32dd5460","Business Services","250 - 499"
".a4b6ef2f3f2cc71","Business Services","10,000+"
".a668dd3839bc9b7","Transportation and Logistics","20 - 49"
".a91312e5c6a6382","Software and Technology","50 - 99"
".ad1a8317f893af0","Retail and Distribution","N/A"
".ae65d4c71b12cc0","Real Estate","20 - 49"
".b1e83764e73f35f","N/A","N/A"
".b4236f5e114d1af","Business Services","250 - 499"
".c47754489e96e98","Consumer Goods and Services","1,000 - 4,999"
".c9c8c324ca9d19f","Education","1,000 - 4,999"
".ca32345804dcff5","N/A","N/A"
".cc0c164e672e337","Media and Entertainment","0 - 9"
".cc74f404265c1c9","N/A","0 - 9"
".d016dd17563f34c","Manufacturing","0 - 9"
".d0ad1e1a1e9561f","Healthcare and Medical","20 - 49"
".d503245f65f4c1a","Healthcare and Medical","100 - 249"
".d7aef32f356a79c","Business Services","0 - 9"
".dbde25edacd1741","Financial Services","10,000+"
".dd490a227e62443","Financial Services","N/A"
".e72a88e703fdd7e","Software and Technology","20 - 49"
